,store,item,date,sales
465,1,8,2016-10-31,2319
466,1,8,2016-11-30,2296
467,1,8,2016-12-31,1859
468,1,8,2017-01-31,1616
469,1,8,2017-02-28,1600
470,1,8,2017-03-31,2199
471,1,8,2017-04-30,2496
472,1,8,2017-05-31,2708
473,1,8,2017-06-30,2937
474,1,8,2017-07-31,3045
475,1,8,2017-08-31,2735
476,1,8,2017-09-30,2547
477,1,8,2017-10-31,2378
478,1,8,2017-11-30,2458
479,1,8,2017-12-31,1872
480,1,9,2013-01-31,787
481,1,9,2013-02-28,808
482,1,9,2013-03-31,1144
483,1,9,2013-04-30,1205
484,1,9,2013-05-31,1366
485,1,9,2013-06-30,1444
486,1,9,2013-07-31,1547
487,1,9,2013-08-31,1368
488,1,9,2013-09-30,1237
489,1,9,2013-10-31,1162
490,1,9,2013-11-30,1237
491,1,9,2013-12-31,896
492,1,9,2014-01-31,907
493,1,9,2014-02-28,927
494,1,9,2014-03-31,1267
495,1,9,2014-04-30,1376
496,1,9,2014-05-31,1610
497,1,9,2014-06-30,1604
498,1,9,2014-07-31,1758
499,1,9,2014-08-31,1542
500,1,9,2014-09-30,1406
501,1,9,2014-10-31,1337
502,1,9,2014-11-30,1444
503,1,9,2014-12-31,1043
504,1,9,2015-01-31,1022
505,1,9,2015-02-28,929
506,1,9,2015-03-31,1266
507,1,9,2015-04-30,1496
508,1,9,2015-05-31,1674
509,1,9,2015-06-30,1725
510,1,9,2015-07-31,1875
511,1,9,2015-08-31,1621
512,1,9,2015-09-30,1436
513,1,9,2015-10-31,1457
514,1,9,2015-11-30,1417
515,1,9,2015-12-31,1071
516,1,9,2016-01-31,1038
517,1,9,2016-02-29,1146
518,1,9,2016-03-31,1379
519,1,9,2016-04-30,1665
520,1,9,2016-05-31,1812
521,1,9,2016-06-30,1803
522,1,9,2016-07-31,2001
523,1,9,2016-08-31,1820
524,1,9,2016-09-30,1627
525,1,9,2016-10-31,1590
526,1,9,2016-11-30,1562
527,1,9,2016-12-31,1137
528,1,9,2017-01-31,1106
529,1,9,2017-02-28,1158
530,1,9,2017-03-31,1452
531,1,9,2017-04-30,1673
532,1,9,2017-05-31,1731
533,1,9,2017-06-30,1831
534,1,9,2017-07-31,2101
535,1,9,2017-08-31,1841
536,1,9,2017-09-30,1707
537,1,9,2017-10-31,1520
538,1,9,2017-11-30,1615
539,1,9,2017-12-31,1192
540,1,10,2013-01-31,1121
541,1,10,2013-02-28,1132
542,1,10,2013-03-31,1599
543,1,10,2013-04-30,1717
544,1,10,2013-05-31,1825
545,1,10,2013-06-30,2031
546,1,10,2013-07-31,2083
547,1,10,2013-08-31,1894
548,1,10,2013-09-30,1761
549,1,10,2013-10-31,1795
550,1,10,2013-11-30,1771
551,1,10,2013-12-31,1259
552,1,10,2014-01-31,1375
553,1,10,2014-02-28,1372
554,1,10,2014-03-31,1767
555,1,10,2014-04-30,1996
556,1,10,2014-05-31,2230
557,1,10,2014-06-30,2223
558,1,10,2014-07-31,2503
559,1,10,2014-08-31,2288
560,1,10,2014-09-30,2047
561,1,10,2014-10-31,1946
562,1,10,2014-11-30,2118
563,1,10,2014-12-31,1439
564,1,10,2015-01-31,1450
565,1,10,2015-02-28,1357
566,1,10,2015-03-31,1814
567,1,10,2015-04-30,2060
568,1,10,2015-05-31,2447
569,1,10,2015-06-30,2416
570,1,10,2015-07-31,2604
571,1,10,2015-08-31,2378
572,1,10,2015-09-30,2112
573,1,10,2015-10-31,2054
574,1,10,2015-11-30,2053
575,1,10,2015-12-31,1519
576,1,10,2016-01-31,1566
577,1,10,2016-02-29,1572
578,1,10,2016-03-31,2025
579,1,10,2016-04-30,2313
580,1,10,2016-05-31,2505
581,1,10,2016-06-30,2504
582,1,10,2016-07-31,2882
583,1,10,2016-08-31,2446
584,1,10,2016-09-30,2232
585,1,10,2016-10-31,2140
586,1,10,2016-11-30,2262
587,1,10,2016-12-31,1667
588,1,10,2017-01-31,1644
589,1,10,2017-02-28,1551
590,1,10,2017-03-31,2074
591,1,10,2017-04-30,2466
592,1,10,2017-05-31,2594
593,1,10,2017-06-30,2644
594,1,10,2017-07-31,2975
595,1,10,2017-08-31,2724
596,1,10,2017-09-30,2369
597,1,10,2017-10-31,2202
598,1,10,2017-11-30,2448
599,1,10,2017-12-31,1802
600,1,11,2013-01-31,1093
601,1,11,2013-02-28,1158
602,1,11,2013-03-31,1488
603,1,11,2013-04-30,1694
604,1,11,2013-05-31,1851
605,1,11,2013-06-30,1937
606,1,11,2013-07-31,2046
607,1,11,2013-08-31,1902
608,1,11,2013-09-30,1697
609,1,11,2013-10-31,1609
610,1,11,2013-11-30,1623
611,1,11,2013-12-31,1271
612,1,11,2014-01-31,1316
613,1,11,2014-02-28,1287
614,1,11,2014-03-31,1785
615,1,11,2014-04-30,1916
616,1,11,2014-05-31,2130
617,1,11,2014-06-30,2178
618,1,11,2014-07-31,2361
619,1,11,2014-08-31,2146
620,1,11,2014-09-30,1927
621,1,11,2014-10-31,1830
622,1,11,2014-11-30,1818
623,1,11,2014-12-31,1365
624,1,11,2015-01-31,1333
625,1,11,2015-02-28,1330
626,1,11,2015-03-31,1722
627,1,11,2015-04-30,2011
628,1,11,2015-05-31,2202
629,1,11,2015-06-30,2259
630,1,11,2015-07-31,2587
631,1,11,2015-08-31,2197
632,1,11,2015-09-30,1982
633,1,11,2015-10-31,1910
634,1,11,2015-11-30,1978
635,1,11,2015-12-31,1485
636,1,11,2016-01-31,1487
637,1,11,2016-02-29,1464
638,1,11,2016-03-31,1927
639,1,11,2016-04-30,2140
640,1,11,2016-05-31,2344
641,1,11,2016-06-30,2395
642,1,11,2016-07-31,2793
643,1,11,2016-08-31,2307
644,1,11,2016-09-30,2125
645,1,11,2016-10-31,2156
646,1,11,2016-11-30,2230
647,1,11,2016-12-31,1589
648,1,11,2017-01-31,1490
649,1,11,2017-02-28,1494
650,1,11,2017-03-31,1956
651,1,11,2017-04-30,2317
652,1,11,2017-05-31,2471
653,1,11,2017-06-30,2460
654,1,11,2017-07-31,2884
655,1,11,2017-08-31,2569
656,1,11,2017-09-30,2286
657,1,11,2017-10-31,2214
658,1,11,2017-11-30,2273
659,1,11,2017-12-31,1641
660,1,12,2013-01-31,1128
661,1,12,2013-02-28,1080
662,1,12,2013-03-31,1490
663,1,12,2013-04-30,1613
664,1,12,2013-05-31,1822
665,1,12,2013-06-30,1881
666,1,12,2013-07-31,2155
667,1,12,2013-08-31,1931
668,1,12,2013-09-30,1663
669,1,12,2013-10-31,1524
670,1,12,2013-11-30,1735
671,1,12,2013-12-31,1277
672,1,12,2014-01-31,1309
673,1,12,2014-02-28,1252
674,1,12,2014-03-31,1711
675,1,12,2014-04-30,1959
676,1,12,2014-05-31,2106
677,1,12,2014-06-30,2206
678,1,12,2014-07-31,2310
679,1,12,2014-08-31,2146
680,1,12,2014-09-30,1811
681,1,12,2014-10-31,1820
682,1,12,2014-11-30,1977
683,1,12,2014-12-31,1385
684,1,12,2015-01-31,1376
685,1,12,2015-02-28,1318
686,1,12,2015-03-31,1811
687,1,12,2015-04-30,1968
688,1,12,2015-05-31,2286
689,1,12,2015-06-30,2251
690,1,12,2015-07-31,2547
691,1,12,2015-08-31,2208
692,1,12,2015-09-30,2053
693,1,12,2015-10-31,1881
694,1,12,2015-11-30,2046
695,1,12,2015-12-31,1405
696,1,12,2016-01-31,1375
697,1,12,2016-02-29,1435
698,1,12,2016-03-31,1924
699,1,12,2016-04-30,2163
700,1,12,2016-05-31,2340
701,1,12,2016-06-30,2443
702,1,12,2016-07-31,2781
703,1,12,2016-08-31,2424
704,1,12,2016-09-30,2222
705,1,12,2016-10-31,2097
706,1,12,2016-11-30,2121
707,1,12,2016-12-31,1556
708,1,12,2017-01-31,1463
709,1,12,2017-02-28,1488
710,1,12,2017-03-31,1955
711,1,12,2017-04-30,2373
712,1,12,2017-05-31,2467
713,1,12,2017-06-30,2638
714,1,12,2017-07-31,2948
715,1,12,2017-08-31,2464
716,1,12,2017-09-30,2268
717,1,12,2017-10-31,2113
718,1,12,2017-11-30,2277
719,1,12,2017-12-31,1689
720,1,13,2013-01-31,1308
721,1,13,2013-02-28,1341
722,1,13,2013-03-31,1858
723,1,13,2013-04-30,1894
724,1,13,2013-05-31,2244
725,1,13,2013-06-30,2332
726,1,13,2013-07-31,2456
727,1,13,2013-08-31,2173
728,1,13,2013-09-30,2014
729,1,13,2013-10-31,1967
730,1,13,2013-11-30,1983
731,1,13,2013-12-31,1487
732,1,13,2014-01-31,1538
733,1,13,2014-02-28,1527
734,1,13,2014-03-31,2050
735,1,13,2014-04-30,2239
736,1,13,2014-05-31,2634
737,1,13,2014-06-30,2717
738,1,13,2014-07-31,2829
739,1,13,2014-08-31,2518
740,1,13,2014-09-30,2306
741,1,13,2014-10-31,2244
742,1,13,2014-11-30,2427
743,1,13,2014-12-31,1670
744,1,13,2015-01-31,1514
745,1,13,2015-02-28,1583
746,1,13,2015-03-31,2070
747,1,13,2015-04-30,2374
748,1,13,2015-05-31,2696
749,1,13,2015-06-30,2750
750,1,13,2015-07-31,3026
751,1,13,2015-08-31,2763
752,1,13,2015-09-30,2318
753,1,13,2015-10-31,2407
754,1,13,2015-11-30,2449
755,1,13,2015-12-31,1848
756,1,13,2016-01-31,1807
757,1,13,2016-02-29,1823
758,1,13,2016-03-31,2300
759,1,13,2016-04-30,2608
760,1,13,2016-05-31,2928
761,1,13,2016-06-30,3018
762,1,13,2016-07-31,3213
763,1,13,2016-08-31,2819
764,1,13,2016-09-30,2680
765,1,13,2016-10-31,2509
766,1,13,2016-11-30,2654
767,1,13,2016-12-31,1934
768,1,13,2017-01-31,1757
769,1,13,2017-02-28,1854
770,1,13,2017-03-31,2406
771,1,13,2017-04-30,2786
772,1,13,2017-05-31,2934
773,1,13,2017-06-30,3036
774,1,13,2017-07-31,3376
775,1,13,2017-08-31,3057
776,1,13,2017-09-30,2715
777,1,13,2017-10-31,2595
778,1,13,2017-11-30,2666
779,1,13,2017-12-31,2038
780,1,14,2013-01-31,906
781,1,14,2013-02-28,991
782,1,14,2013-03-31,1219
783,1,14,2013-04-30,1385
784,1,14,2013-05-31,1540
785,1,14,2013-06-30,1551
786,1,14,2013-07-31,1789
787,1,14,2013-08-31,1550
788,1,14,2013-09-30,1362
789,1,14,2013-10-31,1367
790,1,14,2013-11-30,1341
791,1,14,2013-12-31,1085
792,1,14,2014-01-31,1010
793,1,14,2014-02-28,1132
794,1,14,2014-03-31,1488
795,1,14,2014-04-30,1640
796,1,14,2014-05-31,1737
797,1,14,2014-06-30,1850
798,1,14,2014-07-31,1970
799,1,14,2014-08-31,1832
800,1,14,2014-09-30,1647
801,1,14,2014-10-31,1515
802,1,14,2014-11-30,1606
803,1,14,2014-12-31,1216
804,1,14,2015-01-31,1113
805,1,14,2015-02-28,1142
806,1,14,2015-03-31,1505
807,1,14,2015-04-30,1676
808,1,14,2015-05-31,1872
809,1,14,2015-06-30,1892
810,1,14,2015-07-31,2156
811,1,14,2015-08-31,1904
812,1,14,2015-09-30,1691
813,1,14,2015-10-31,1594
814,1,14,2015-11-30,1682
815,1,14,2015-12-31,1233
816,1,14,2016-01-31,1234
817,1,14,2016-02-29,1284
818,1,14,2016-03-31,1594
819,1,14,2016-04-30,1838
820,1,14,2016-05-31,1954
821,1,14,2016-06-30,2110
822,1,14,2016-07-31,2209
823,1,14,2016-08-31,2076
824,1,14,2016-09-30,1862
825,1,14,2016-10-31,1745
826,1,14,2016-11-30,1806
827,1,14,2016-12-31,1366
828,1,14,2017-01-31,1175
829,1,14,2017-02-28,1280
830,1,14,2017-03-31,1615
831,1,14,2017-04-30,1896
832,1,14,2017-05-31,2078
833,1,14,2017-06-30,2150
834,1,14,2017-07-31,2437
835,1,14,2017-08-31,2095
836,1,14,2017-09-30,1934
837,1,14,2017-10-31,1778
838,1,14,2017-11-30,1933
839,1,14,2017-12-31,1412
840,1,15,2013-01-31,1354
841,1,15,2013-02-28,1383
842,1,15,2013-03-31,1843
843,1,15,2013-04-30,2099
844,1,15,2013-05-31,2360
845,1,15,2013-06-30,2494
846,1,15,2013-07-31,2571
847,1,15,2013-08-31,2326
848,1,15,2013-09-30,2076
849,1,15,2013-10-31,1977
850,1,15,2013-11-30,2089
851,1,15,2013-12-31,1529
852,1,15,2014-01-31,1556
853,1,15,2014-02-28,1661
854,1,15,2014-03-31,2118
855,1,15,2014-04-30,2398
856,1,15,2014-05-31,2743
857,1,15,2014-06-30,2802
858,1,15,2014-07-31,3047
859,1,15,2014-08-31,2618
860,1,15,2014-09-30,2417
861,1,15,2014-10-31,2198
862,1,15,2014-11-30,2441
863,1,15,2014-12-31,1802
864,1,15,2015-01-31,1658
865,1,15,2015-02-28,1666
866,1,15,2015-03-31,2229
867,1,15,2015-04-30,2577
868,1,15,2015-05-31,2837
869,1,15,2015-06-30,2866
870,1,15,2015-07-31,3203
871,1,15,2015-08-31,2826
872,1,15,2015-09-30,2533
873,1,15,2015-10-31,2385
874,1,15,2015-11-30,2451
875,1,15,2015-12-31,1773
876,1,15,2016-01-31,1924
877,1,15,2016-02-29,1916
878,1,15,2016-03-31,2395
879,1,15,2016-04-30,2760
880,1,15,2016-05-31,3069
881,1,15,2016-06-30,3043
882,1,15,2016-07-31,3564
883,1,15,2016-08-31,2946
884,1,15,2016-09-30,2737
885,1,15,2016-10-31,2588
886,1,15,2016-11-30,2740
